Date,Month,Quarter,Year,Factory,Machine_ID,Shift,Operator_ID,Product_Type,Units_Target,Units_Produced,Good_Units,Defective_Units,Defect_Rate_%,Defect_Type,Downtime_Minutes,Temperature_C,Pressure_Bar,Production_Cost_PKR,Scrap_Cost_PKR,Efficiency_%
2023-10-01,October,Q4,2023,Factory-Islamabad,M-105,Morning,OP-018,Engine Part A,283,221,215,6,2.71,Assembly Fault,5,74.1,4.66,241199.95,2619.37,76.0
2024-10-18,October,Q4,2024,Factory-Karachi,M-104,Evening,OP-018,Transmission Kit,208,197,186,11,5.58,Material Defect,22,93.3,5.29,204965.07,4577.9,89.4
2023-12-15,December,Q4,2023,Factory-Lahore,M-102,Evening,OP-001,Gear Box,136,128,123,5,3.91,Dimensional Error,41,99.5,5.89,90068.94,1407.33,90.4
2023-04-25,April,Q2,2023,Factory-Islamabad,M-104,Evening,OP-006,Transmission Kit,332,299,281,18,6.02,Surface Crack,38,83.1,2.52,340010.18,8187.54,84.6
2023-10-28,October,Q4,2023,Factory-Islamabad,M-105,Evening,OP-017,Brake Disc,237,206,198,8,3.88,Assembly Fault,33,62.0,1.67,252329.85,3919.69,83.5
2024-03-21,March,Q1,2024,Factory-Islamabad,M-101,Night,OP-003,Suspension Unit,172,166,158,8,4.82,Surface Crack,55,87.9,1.85,304588.95,5871.59,91.9
2023-06-11,June,Q2,2023,Factory-Islamabad,M-102,Evening,OP-018,Engine Part B,396,334,322,12,3.59,Material Defect,31,92.1,1.55,394471.42,5669.05,81.3
2024-04-09,April,Q2,2024,Factory-Karachi,M-105,Night,OP-012,Fuel Pump,250,209,205,4,1.91,Material Defect,58,103.6,4.04,123754.47,947.4,82.0
2023-01-04,January,Q1,2023,Factory-Islamabad,M-105,Morning,OP-010,Engine Part A,477,447,433,14,3.13,Assembly Fault,7,67.6,1.85,749012.97,9383.61,90.8
2023-09-27,September,Q3,2023,Factory-Karachi,M-102,Night,OP-009,Exhaust Pipe,107,104,96,8,7.69,Dimensional Error,39,99.5,3.16,79362.3,2441.92,89.7
2024-05-27,May,Q2,2024,Factory-Karachi,M-104,Morning,OP-003,Engine Part A,174,161,149,12,7.45,Material Defect,20,105.2,3.36,173034.83,5158.8,85.6
2023-07-02,July,Q3,2023,Factory-Lahore,M-102,Morning,OP-009,Fuel Pump,486,483,465,18,3.73,Dimensional Error,19,83.9,2.86,782086.07,11658.43,95.7
2024-06-03,June,Q2,2024,Factory-Karachi,M-104,Night,OP-009,Transmission Kit,174,158,150,8,5.06,Surface Crack,56,115.6,3.52,239802.94,4856.77,86.2
2023-04-19,April,Q2,2023,Factory-Karachi,M-101,Night,OP-020,Fuel Pump,433,436,418,18,4.13,Material Defect,54,108.1,2.65,600051.65,9909.11,96.5
2024-10-02,October,Q4,2024,Factory-Islamabad,M-102,Night,OP-011,Brake Disc,446,426,406,20,4.69,Material Defect,90,60.6,1.54,256421.3,4815.42,91.0
2023-11-02,November,Q4,2023,Factory-Islamabad,M-101,Night,OP-015,Engine Part B,279,227,219,8,3.52,Dimensional Error,44,62.0,4.29,132868.29,1873.03,78.5
2024-10-16,October,Q4,2024,Factory-Islamabad,M-105,Night,OP-004,Engine Part B,144,144,141,3,2.08,Material Defect,43,113.8,4.63,126720.52,1056.0,97.9
2024-06-03,June,Q2,2024,Factory-Karachi,M-101,Night,OP-014,Suspension Unit,454,463,434,29,6.26,Surface Crack,61,75.4,5.01,424076.16,10624.8,95.6
2024-09-15,September,Q3,2024,Factory-Lahore,M-104,Evening,OP-009,Fuel Pump,235,188,182,6,3.19,Dimensional Error,22,96.6,2.3,232760.16,2971.41,77.4
2023-07-23,July,Q3,2023,Factory-Islamabad,M-105,Evening,OP-004,Brake Disc,326,314,307,7,2.23,Surface Crack,14,64.2,4.77,523078.7,4664.4,94.2
2023-06-06,June,Q2,2023,Factory-Lahore,M-104,Morning,OP-013,Engine Part A,236,187,178,9,4.81,Material Defect,17,94.5,3.82,357145.06,6875.52,75.4
2024-01-18,January,Q1,2024,Factory-Islamabad,M-104,Evening,OP-003,Transmission Kit,376,307,291,16,5.21,Assembly Fault,40,67.3,3.91,610132.44,12719.37,77.4
2023-06-15,June,Q2,2023,Factory-Islamabad,M-103,Evening,OP-003,Engine Part A,287,261,193,68,26.05,Dimensional Error,15,110.5,4.92,244018.82,25430.31,67.2
2024-07-06,July,Q3,2024,Factory-Karachi,M-102,Night,OP-007,Engine Part A,253,242,219,23,9.5,Dimensional Error,65,89.2,5.48,279988.1,10644.18,86.6
2024-06-27,June,Q2,2024,Factory-Lahore,M-102,Morning,OP-019,Brake Disc,222,199,192,7,3.52,Material Defect,22,98.6,3.75,387538.72,5452.81,86.5
2023-01-01,January,Q1,2023,Factory-Lahore,M-101,Morning,OP-011,Fuel Pump,469,357,346,11,3.08,Dimensional Error,30,99.2,3.85,681918.08,8404.59,73.8
2024-09-05,September,Q3,2024,Factory-Lahore,M-105,Morning,OP-005,Engine Part B,350,331,319,12,3.63,Dimensional Error,24,62.7,4.66,230311.98,3339.87,91.1
2023-11-28,November,Q4,2023,Factory-Karachi,M-101,Evening,OP-020,Engine Part B,187,187,182,5,2.67,Surface Crack,16,66.9,4.18,266183.8,2846.89,97.3
2024-05-15,May,Q2,2024,Factory-Islamabad,M-102,Evening,OP-013,Fuel Pump,266,209,192,17,8.13,Surface Crack,44,68.2,5.26,353137.37,11489.64,72.2
2023-01-20,January,Q1,2023,Factory-Lahore,M-105,Morning,OP-004,Fuel Pump,240,190,184,6,3.16,Surface Crack,27,82.2,2.24,164438.71,2077.12,76.7
2023-04-25,April,Q2,2023,Factory-Lahore,M-102,Morning,OP-001,Transmission Kit,349,270,261,9,3.33,Material Defect,7,102.4,4.17,249911.28,3332.15,74.8
2024-01-07,January,Q1,2024,Factory-Islamabad,M-102,Morning,OP-009,Gear Box,367,324,308,16,4.94,Material Defect,10,96.6,1.67,249480.23,4928.0,83.9
2023-11-11,November,Q4,2023,Factory-Karachi,M-105,Morning,OP-014,Exhaust Pipe,102,93,91,2,2.15,Dimensional Error,21,118.6,4.29,166850.98,1435.28,89.2
2023-09-03,September,Q3,2023,Factory-Karachi,M-104,Night,OP-002,Brake Disc,199,155,149,6,3.87,Surface Crack,80,89.9,2.22,292021.48,4521.62,74.9
2023-03-01,March,Q1,2023,Factory-Karachi,M-103,Evening,OP-009,Brake Disc,271,253,190,63,24.9,Dimensional Error,39,62.6,4.83,477484.88,47559.76,70.1
2023-09-04,September,Q3,2023,Factory-Islamabad,M-102,Morning,OP-004,Suspension Unit,136,138,127,11,7.97,Assembly Fault,23,94.8,3.39,223646.96,7130.77,93.4
2024-08-03,August,Q3,2024,Factory-Lahore,M-102,Morning,OP-004,Fuel Pump,221,214,194,20,9.35,Surface Crack,17,113.5,1.83,294814.61,11021.11,87.8
2023-03-22,March,Q1,2023,Factory-Islamabad,M-104,Morning,OP-015,Brake Disc,191,165,159,6,3.64,Assembly Fault,28,71.6,3.11,149249.4,2170.9,83.2
2023-03-29,March,Q1,2023,Factory-Karachi,M-102,Morning,OP-005,Engine Part A,156,156,146,10,6.41,Dimensional Error,10,105.6,2.49,147067.79,3770.97,93.6
2024-05-12,May,Q2,2024,Factory-Lahore,M-105,Morning,OP-014,Brake Disc,367,329,310,19,5.78,Material Defect,23,88.4,3.58,171657.65,3965.34,84.5
2023-03-12,March,Q1,2023,Factory-Karachi,M-102,Morning,OP-019,Fuel Pump,213,216,200,16,7.41,Surface Crack,9,114.8,5.54,243358.08,7210.61,93.9
2024-06-29,June,Q2,2024,Factory-Karachi,M-101,Evening,OP-017,Engine Part A,301,269,252,17,6.32,Surface Crack,16,87.1,2.58,359849.49,9096.57,83.7
2023-05-09,May,Q2,2023,Factory-Karachi,M-104,Morning,OP-010,Gear Box,222,209,202,7,3.35,Surface Crack,20,100.1,2.23,248485.17,3328.99,91.0
2023-05-12,May,Q2,2023,Factory-Islamabad,M-104,Evening,OP-013,Gear Box,194,191,182,9,4.71,Material Defect,39,102.2,1.51,275222.89,5187.45,93.8
2024-11-06,November,Q4,2024,Factory-Karachi,M-103,Night,OP-014,Engine Part A,485,403,299,104,25.81,Assembly Fault,89,94.5,2.43,615380.1,63523.11,61.6
2024-05-01,May,Q2,2024,Factory-Lahore,M-101,Night,OP-004,Fuel Pump,296,254,240,14,5.51,Dimensional Error,66,82.0,4.42,395556.86,8720.94,81.1
2024-07-16,July,Q3,2024,Factory-Islamabad,M-102,Evening,OP-004,Brake Disc,432,386,348,38,9.84,Assembly Fault,23,105.2,4.92,378548.55,14906.58,80.6
2023-06-19,June,Q2,2023,Factory-Karachi,M-105,Night,OP-002,Transmission Kit,132,113,109,4,3.54,Assembly Fault,84,91.6,2.05,176815.39,2503.58,82.6
2023-09-29,September,Q3,2023,Factory-Islamabad,M-104,Night,OP-003,Fuel Pump,196,199,188,11,5.53,Surface Crack,30,83.4,2.3,385539.57,8524.49,95.9
2024-06-24,June,Q2,2024,Factory-Lahore,M-101,Morning,OP-005,Exhaust Pipe,354,281,272,9,3.2,Dimensional Error,25,61.4,3.37,428133.02,5484.98,76.8
2024-09-13,September,Q3,2024,Factory-Karachi,M-104,Evening,OP-001,Transmission Kit,249,200,194,6,3.0,Assembly Fault,24,110.1,3.84,200763.21,2409.16,77.9
2024-03-09,March,Q1,2024,Factory-Karachi,M-103,Evening,OP-010,Suspension Unit,390,307,236,71,23.13,Assembly Fault,20,107.4,2.52,324761.02,30043.04,60.5
2023-08-05,August,Q3,2023,Factory-Karachi,M-101,Morning,OP-015,Fuel Pump,185,173,168,5,2.89,Dimensional Error,22,77.1,5.88,304306.57,3518.0,90.8
2024-07-06,July,Q3,2024,Factory-Lahore,M-102,Morning,OP-011,Engine Part B,394,310,294,16,5.16,Assembly Fault,10,72.3,4.68,464482.28,9589.31,74.6
2024-12-07,December,Q4,2024,Factory-Islamabad,M-102,Evening,OP-006,Suspension Unit,373,313,282,31,9.9,Assembly Fault,35,115.9,4.96,601486.96,23828.88,75.6
2023-07-25,July,Q3,2023,Factory-Islamabad,M-102,Morning,OP-010,Fuel Pump,342,348,313,35,10.06,Material Defect,29,118.8,4.08,250777.57,10088.75,91.5
2024-12-31,December,Q4,2024,Factory-Islamabad,M-103,Night,OP-016,Engine Part B,120,95,78,17,17.89,Assembly Fault,59,61.5,4.28,78901.98,5647.72,65.0
2023-11-16,November,Q4,2023,Factory-Islamabad,M-101,Evening,OP-007,Engine Part A,398,361,338,23,6.37,Surface Crack,27,71.7,1.88,640477.93,16322.43,84.9
2024-02-13,February,Q1,2024,Factory-Karachi,M-105,Evening,OP-011,Brake Disc,408,380,359,21,5.53,Material Defect,33,83.9,4.72,433755.07,9588.27,88.0
2024-11-18,November,Q4,2024,Factory-Karachi,M-103,Morning,OP-012,Exhaust Pipe,257,268,202,66,24.63,Material Defect,7,72.9,5.5,432094.13,42564.5,78.6
2024-10-27,October,Q4,2024,Factory-Islamabad,M-104,Evening,OP-014,Gear Box,473,481,463,18,3.74,Assembly Fault,15,68.6,2.86,953617.92,14274.53,97.9
2024-01-18,January,Q1,2024,Factory-Lahore,M-101,Night,OP-001,Transmission Kit,309,290,279,11,3.79,Dimensional Error,42,93.3,4.7,473531.03,7184.61,90.3
2024-03-24,March,Q1,2024,Factory-Karachi,M-102,Morning,OP-018,Transmission Kit,351,267,243,24,8.99,Surface Crack,23,78.2,4.02,319112.46,11473.71,69.2
2024-06-13,June,Q2,2024,Factory-Karachi,M-101,Morning,OP-016,Exhaust Pipe,163,154,144,10,6.49,Surface Crack,18,70.8,5.58,225945.53,5868.72,88.3
2024-04-07,April,Q2,2024,Factory-Lahore,M-101,Evening,OP-020,Suspension Unit,481,412,392,20,4.85,Surface Crack,37,112.1,4.33,500193.16,9712.49,81.5
2023-05-04,May,Q2,2023,Factory-Karachi,M-103,Night,OP-006,Engine Part A,397,304,260,44,14.47,Assembly Fault,37,81.4,1.74,316690.53,18334.72,65.5
2023-09-11,September,Q3,2023,Factory-Islamabad,M-101,Evening,OP-003,Exhaust Pipe,363,293,277,16,5.46,Assembly Fault,16,95.9,2.25,288285.72,6297.03,76.3
2023-08-19,August,Q3,2023,Factory-Lahore,M-103,Evening,OP-018,Fuel Pump,396,338,299,39,11.54,Assembly Fault,18,91.1,3.18,414843.81,19146.64,75.5
2023-03-07,March,Q1,2023,Factory-Lahore,M-102,Morning,OP-017,Brake Disc,213,212,193,19,8.96,Surface Crack,22,96.8,5.24,273157.6,9792.44,90.6
2023-12-13,December,Q4,2023,Factory-Lahore,M-104,Evening,OP-005,Engine Part B,108,96,92,4,4.17,Assembly Fault,33,68.3,3.49,190211.77,3170.2,85.2
2023-01-22,January,Q1,2023,Factory-Lahore,M-102,Night,OP-004,Exhaust Pipe,213,167,154,13,7.78,Material Defect,49,78.4,2.44,329267.95,10252.65,72.3
2024-08-25,August,Q3,2024,Factory-Karachi,M-101,Morning,OP-014,Engine Part A,121,97,95,2,2.06,Assembly Fault,26,90.8,1.77,65803.18,542.71,78.5
2024-07-21,July,Q3,2024,Factory-Islamabad,M-101,Morning,OP-001,Exhaust Pipe,486,378,367,11,2.91,Assembly Fault,24,72.3,5.56,293771.29,3419.56,75.5
2023-08-24,August,Q3,2023,Factory-Islamabad,M-101,Morning,OP-009,Gear Box,396,338,327,11,3.25,Surface Crack,21,106.8,4.26,424988.98,5532.4,82.6
2024-08-25,August,Q3,2024,Factory-Islamabad,M-101,Night,OP-007,Engine Part A,466,376,362,14,3.72,Material Defect,88,60.3,4.76,709266.9,10563.55,77.7
2023-08-14,August,Q3,2023,Factory-Karachi,M-103,Night,OP-004,Gear Box,192,192,141,51,26.56,Assembly Fault,74,72.9,2.52,128499.5,13653.07,73.4
2023-01-08,January,Q1,2023,Factory-Islamabad,M-101,Evening,OP-005,Engine Part B,353,345,325,20,5.8,Material Defect,45,103.3,1.87,427996.37,9924.55,92.1
2023-03-14,March,Q1,2023,Factory-Islamabad,M-103,Evening,OP-015,Exhaust Pipe,215,196,169,27,13.78,Material Defect,37,71.3,1.81,345271.13,19025.14,78.6
2024-12-25,December,Q4,2024,Factory-Islamabad,M-103,Morning,OP-016,Engine Part A,444,347,289,58,16.71,Surface Crack,26,100.6,2.04,378999.37,25339.44,65.1
2024-10-08,October,Q4,2024,Factory-Lahore,M-102,Morning,OP-011,Fuel Pump,202,187,168,19,10.16,Assembly Fault,8,74.0,3.41,233500.39,9489.86,83.2
2023-03-02,March,Q1,2023,Factory-Islamabad,M-104,Evening,OP-020,Suspension Unit,307,321,302,19,5.92,Material Defect,19,106.1,1.99,281207.17,6657.86,98.4
2023-08-23,August,Q3,2023,Factory-Lahore,M-102,Night,OP-004,Gear Box,477,365,351,14,3.84,Dimensional Error,23,118.3,3.22,554364.39,8505.32,73.6
2023-03-11,March,Q1,2023,Factory-Lahore,M-103,Night,OP-017,Engine Part B,492,441,365,76,17.23,Assembly Fault,57,99.7,3.71,393591.58,27131.94,74.2
2023-02-02,February,Q1,2023,Factory-Lahore,M-105,Night,OP-014,Engine Part A,160,138,134,4,2.9,Assembly Fault,68,86.6,1.66,105611.92,1224.49,83.8
2023-12-05,December,Q4,2023,Factory-Lahore,M-102,Evening,OP-010,Transmission Kit,466,403,368,35,8.68,Material Defect,41,99.6,4.58,547401.09,19016.41,79.0
2023-03-14,March,Q1,2023,Factory-Karachi,M-105,Morning,OP-009,Engine Part A,353,327,316,11,3.36,Surface Crack,26,81.2,5.9,320696.81,4315.19,89.5
2024-06-10,June,Q2,2024,Factory-Karachi,M-105,Morning,OP-012,Gear Box,479,443,421,22,4.97,Assembly Fault,25,80.5,1.94,450847.54,8955.89,87.9
2023-09-01,September,Q3,2023,Factory-Islamabad,M-104,Evening,OP-008,Engine Part A,226,185,176,9,4.86,Assembly Fault,15,114.6,1.79,177113.21,3446.53,77.9
2023-10-13,October,Q4,2023,Factory-Lahore,M-102,Morning,OP-015,Fuel Pump,436,439,407,32,7.29,Assembly Fault,18,76.0,4.63,606690.91,17689.39,93.3
2024-11-16,November,Q4,2024,Factory-Karachi,M-104,Night,OP-019,Transmission Kit,150,148,143,5,3.38,Assembly Fault,46,80.2,3.76,243808.67,3294.71,95.3
2024-05-12,May,Q2,2024,Factory-Karachi,M-102,Night,OP-014,Exhaust Pipe,203,182,165,17,9.34,Surface Crack,29,110.4,3.91,169448.07,6331.03,81.3
2023-08-08,August,Q3,2023,Factory-Lahore,M-103,Night,OP-020,Transmission Kit,480,497,389,108,21.73,Material Defect,32,95.5,2.73,670772.29,58304.55,81.0
2024-07-06,July,Q3,2024,Factory-Lahore,M-104,Morning,OP-010,Fuel Pump,358,354,335,19,5.37,Material Defect,22,78.8,3.36,310421.61,6664.42,93.6
2023-05-16,May,Q2,2023,Factory-Islamabad,M-105,Morning,OP-017,Engine Part A,195,179,174,5,2.79,Material Defect,28,116.3,2.71,260783.23,2913.78,89.2
2024-08-07,August,Q3,2024,Factory-Islamabad,M-105,Night,OP-007,Engine Part A,286,254,247,7,2.76,Surface Crack,58,110.6,3.35,454730.85,5012.78,86.4
2024-08-13,August,Q3,2024,Factory-Karachi,M-102,Evening,OP-006,Exhaust Pipe,231,220,209,11,5.0,Assembly Fault,25,66.8,2.36,191043.58,3820.87,90.5
2024-04-29,April,Q2,2024,Factory-Karachi,M-104,Evening,OP-002,Transmission Kit,203,161,155,6,3.73,Surface Crack,26,107.4,2.75,213495.53,3182.54,76.4
2023-09-06,September,Q3,2023,Factory-Lahore,M-104,Morning,OP-011,Engine Part A,408,342,331,11,3.22,Material Defect,18,113.8,4.52,625374.03,8045.75,81.1
2024-04-29,April,Q2,2024,Factory-Islamabad,M-102,Morning,OP-017,Engine Part B,161,145,132,13,8.97,Dimensional Error,29,115.9,2.63,264892.86,9499.61,82.0
2024-02-21,February,Q1,2024,Factory-Karachi,M-105,Morning,OP-019,Fuel Pump,477,413,393,20,4.84,Dimensional Error,12,116.1,2.48,272671.28,5281.77,82.4
2023-07-14,July,Q3,2023,Factory-Karachi,M-103,Evening,OP-019,Transmission Kit,128,114,97,17,14.91,Assembly Fault,17,79.0,3.41,173748.27,10363.93,75.8
2023-04-07,April,Q2,2023,Factory-Islamabad,M-102,Evening,OP-012,Suspension Unit,257,194,175,19,9.79,Dimensional Error,12,110.5,4.48,370786.85,14525.67,68.1
2023-04-10,April,Q2,2023,Factory-Karachi,M-103,Night,OP-012,Transmission Kit,450,353,267,86,24.36,Assembly Fault,76,83.3,5.59,384580.56,37477.54,59.3
2024-11-05,November,Q4,2024,Factory-Karachi,M-103,Morning,OP-007,Brake Disc,182,186,149,37,19.89,Surface Crack,30,106.0,3.33,102452.99,8152.17,81.9
2024-03-17,March,Q1,2024,Factory-Karachi,M-104,Evening,OP-014,Transmission Kit,151,150,140,10,6.67,Assembly Fault,42,64.0,3.39,239077.11,6375.39,92.7
2023-12-29,December,Q4,2023,Factory-Lahore,M-104,Night,OP-006,Engine Part A,422,372,347,25,6.72,Surface Crack,20,84.0,4.33,361056.77,9705.83,82.2
2024-03-09,March,Q1,2024,Factory-Islamabad,M-101,Morning,OP-005,Brake Disc,404,386,362,24,6.22,Dimensional Error,15,87.1,5.43,270302.18,6722.54,89.6
2024-02-25,February,Q1,2024,Factory-Lahore,M-105,Evening,OP-003,Exhaust Pipe,312,268,259,9,3.36,Surface Crack,34,116.7,5.48,224243.83,3012.23,83.0
2024-04-23,April,Q2,2024,Factory-Lahore,M-105,Night,OP-015,Brake Disc,201,166,158,8,4.82,Surface Crack,26,84.1,3.43,147779.29,2848.76,78.6
2023-02-25,February,Q1,2023,Factory-Lahore,M-103,Morning,OP-017,Engine Part B,322,316,235,81,25.63,Assembly Fault,26,89.6,2.51,254290.9,26072.86,73.0
2024-11-20,November,Q4,2024,Factory-Karachi,M-103,Night,OP-005,Suspension Unit,320,322,259,63,19.57,Dimensional Error,56,103.6,2.35,248118.65,19417.98,80.9
2024-10-31,October,Q4,2024,Factory-Lahore,M-101,Evening,OP-020,Exhaust Pipe,330,337,323,14,4.15,Material Defect,39,65.1,3.61,609014.68,10120.13,97.9
2024-10-23,October,Q4,2024,Factory-Islamabad,M-102,Night,OP-014,Transmission Kit,476,442,425,17,3.85,Assembly Fault,27,63.1,5.69,533228.2,8203.51,89.3
2023-04-11,April,Q2,2023,Factory-Lahore,M-105,Night,OP-009,Engine Part A,358,335,325,10,2.99,Surface Crack,70,100.3,2.1,615843.54,7353.36,90.8
2023-03-04,March,Q1,2023,Factory-Lahore,M-105,Morning,OP-017,Exhaust Pipe,352,362,343,19,5.25,Assembly Fault,9,65.4,4.7,416080.8,8735.4,97.4
2024-02-17,February,Q1,2024,Factory-Lahore,M-101,Evening,OP-016,Engine Part A,243,236,220,16,6.78,Assembly Fault,28,114.2,2.68,411674.57,11164.06,90.5
2023-12-14,December,Q4,2023,Factory-Lahore,M-105,Evening,OP-011,Transmission Kit,477,500,475,25,5.0,Material Defect,19,93.3,5.65,727489.14,14549.78,99.6
2023-04-22,April,Q2,2023,Factory-Lahore,M-101,Morning,OP-008,Gear Box,193,146,141,5,3.42,Material Defect,27,88.0,2.02,269043.37,3685.53,73.1
2023-09-12,September,Q3,2023,Factory-Islamabad,M-101,Evening,OP-018,Fuel Pump,348,308,299,9,2.92,Dimensional Error,19,67.4,1.92,555095.98,6488.13,85.9
2023-07-16,July,Q3,2023,Factory-Islamabad,M-102,Night,OP-019,Exhaust Pipe,208,192,173,19,9.9,Dimensional Error,87,106.0,2.31,361079.0,14292.71,83.2
2023-07-14,July,Q3,2023,Factory-Karachi,M-104,Night,OP-001,Engine Part B,245,233,217,16,6.87,Assembly Fault,70,82.4,5.68,153571.44,4218.27,88.6
2024-07-03,July,Q3,2024,Factory-Karachi,M-102,Morning,OP-016,Engine Part B,332,311,295,16,5.14,Material Defect,26,60.3,5.86,461604.59,9499.26,88.9
2024-04-04,April,Q2,2024,Factory-Lahore,M-103,Night,OP-002,Gear Box,429,358,275,83,23.18,Assembly Fault,29,92.8,4.21,228699.89,21209.04,64.1
2023-05-24,May,Q2,2023,Factory-Lahore,M-102,Morning,OP-001,Transmission Kit,206,164,150,14,8.54,Assembly Fault,14,98.8,5.79,119917.13,4094.73,72.8
2024-03-08,March,Q1,2024,Factory-Islamabad,M-104,Evening,OP-020,Exhaust Pipe,167,143,138,5,3.5,Material Defect,33,90.8,3.7,261421.1,3656.24,82.6
2023-07-07,July,Q3,2023,Factory-Lahore,M-103,Night,OP-014,Transmission Kit,288,269,224,45,16.73,Dimensional Error,74,65.6,3.81,527215.17,35278.34,77.8
2023-10-13,October,Q4,2023,Factory-Karachi,M-102,Evening,OP-015,Engine Part B,323,249,227,22,8.84,Dimensional Error,29,68.9,2.08,461734.5,16318.33,70.3
2024-04-18,April,Q2,2024,Factory-Islamabad,M-105,Evening,OP-002,Exhaust Pipe,382,295,289,6,2.03,Assembly Fault,16,90.6,3.36,353110.5,2872.76,75.7
2023-09-13,September,Q3,2023,Factory-Islamabad,M-103,Evening,OP-001,Engine Part B,158,153,127,26,16.99,Assembly Fault,21,110.6,1.7,172029.73,11693.52,80.4
2023-03-19,March,Q1,2023,Factory-Islamabad,M-103,Night,OP-015,Suspension Unit,419,415,353,62,14.94,Assembly Fault,43,72.7,1.85,818910.9,48937.33,84.2
2024-03-29,March,Q1,2024,Factory-Lahore,M-101,Evening,OP-013,Engine Part A,159,119,113,6,5.04,Material Defect,39,101.5,5.41,231895.98,4676.89,71.1
2024-07-17,July,Q3,2024,Factory-Islamabad,M-103,Night,OP-013,Fuel Pump,254,197,175,22,11.17,Surface Crack,44,66.7,1.57,385288.77,17210.87,68.9
2023-04-11,April,Q2,2023,Factory-Islamabad,M-102,Evening,OP-008,Gear Box,323,323,293,30,9.29,Material Defect,44,71.5,2.85,386029.68,14341.66,90.7
2023-02-21,February,Q1,2023,Factory-Lahore,M-104,Morning,OP-005,Engine Part B,478,459,419,40,8.71,Assembly Fault,20,61.2,3.52,396550.51,13823.11,87.7
2024-10-29,October,Q4,2024,Factory-Karachi,M-105,Evening,OP-001,Engine Part A,152,142,136,6,4.23,Assembly Fault,36,110.9,4.82,197913.82,3345.02,89.5
2024-07-07,July,Q3,2024,Factory-Karachi,M-101,Evening,OP-017,Transmission Kit,402,388,361,27,6.96,Assembly Fault,41,73.9,1.77,205069.44,5708.12,89.8
2023-01-16,January,Q1,2023,Factory-Islamabad,M-105,Morning,OP-014,Exhaust Pipe,342,268,256,12,4.48,Assembly Fault,25,80.8,4.64,142364.38,2549.81,74.9
2023-04-06,April,Q2,2023,Factory-Karachi,M-102,Evening,OP-008,Fuel Pump,359,292,264,28,9.59,Material Defect,31,115.3,5.34,459257.23,17615.35,73.5
2023-08-31,August,Q3,2023,Factory-Karachi,M-102,Evening,OP-012,Transmission Kit,341,337,306,31,9.2,Dimensional Error,23,76.9,4.87,505697.04,18607.25,89.7
2023-06-20,June,Q2,2023,Factory-Islamabad,M-102,Morning,OP-016,Gear Box,151,149,134,15,10.07,Surface Crack,20,78.2,2.44,85015.53,3423.44,88.7
2024-02-21,February,Q1,2024,Factory-Islamabad,M-103,Evening,OP-006,Fuel Pump,189,188,141,47,25.0,Dimensional Error,12,108.4,3.02,126139.34,12613.93,74.6
2024-05-12,May,Q2,2024,Factory-Karachi,M-101,Night,OP-009,Brake Disc,274,270,253,17,6.3,Surface Crack,54,113.8,5.34,488846.75,12311.7,92.3
2024-05-07,May,Q2,2024,Factory-Lahore,M-101,Evening,OP-004,Suspension Unit,500,466,437,29,6.22,Surface Crack,16,109.4,1.69,306682.35,7634.15,87.4
2023-08-07,August,Q3,2023,Factory-Islamabad,M-102,Evening,OP-010,Gear Box,462,407,379,28,6.88,Surface Crack,16,69.3,3.14,703597.66,19361.9,82.0
2024-02-15,February,Q1,2024,Factory-Lahore,M-102,Evening,OP-008,Transmission Kit,342,291,271,20,6.87,Dimensional Error,15,76.0,4.72,326651.26,8980.1,79.2
2023-03-02,March,Q1,2023,Factory-Lahore,M-102,Night,OP-005,Transmission Kit,319,278,261,17,6.12,Surface Crack,78,117.1,3.82,423476.83,10358.43,81.8
2023-06-18,June,Q2,2023,Factory-Islamabad,M-104,Morning,OP-017,Engine Part A,135,104,99,5,4.81,Dimensional Error,29,69.9,1.78,170434.01,3277.58,73.3
2024-01-24,January,Q1,2024,Factory-Karachi,M-105,Morning,OP-013,Exhaust Pipe,448,430,407,23,5.35,Assembly Fault,28,104.6,5.59,220096.94,4709.05,90.8
2023-01-03,January,Q1,2023,Factory-Islamabad,M-105,Night,OP-013,Gear Box,328,309,292,17,5.5,Material Defect,76,101.8,5.49,516754.49,11371.94,89.0
2024-02-04,February,Q1,2024,Factory-Lahore,M-102,Evening,OP-018,Engine Part B,271,234,215,19,8.12,Assembly Fault,18,91.2,3.93,192020.82,6236.57,79.3
